gbak:opened file C:\sys\dados\cinco\prosport\MILLENNIUM.gbk 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
gbak:    restoring privilege for user SYSDBA 
gbak:    restoring privilege for user PUBLIC 
